Apecode,Siren,Company Name
9329Z,833358716,2 G LOISIRS
9329Z,500550900,CALICEO SALEILLES
9329Z,342600160,CERCLE HIPPIQUE DE LA GASCHERIE
9329Z,400514709,ABC DANSES LOISIRS
9329Z,384585816,PARADOXE
9329Z,413443821,ALPARCS
9329Z,432400109,CALICEO
9329Z,807961750,ACCROCHE AVENTURE
9329Z,421933995,SARL DOMAINE EQUESTRE DE CHEVILLON
9329Z,519111553,COUNTRY PLAINE
9329Z,800061632,LGL DIVERTISSEMENTS
9329Z,832191415,L'AQUACIENNE
9329Z,351499785,TAKA CLUB
9329Z,815034624,BUFFA BAR
9329Z,489239889,FAURE CONCEPT ANIMATION - FAURE EVENT'S
9329Z,817634975,KALLISTERRA
9329Z,803621143,CA CHATEL
9329Z,804541837,TFK LOISIRS
9329Z,822206173,LE PARC EN FOLIE
9329Z,795052968,NALO SPORT LE KLUBE
9329Z,539063941,HAPPY CITY
9329Z,524479961,SEFGY
9329Z,818924045,LOCKEDUP
9329Z,408641819,EQUI.LIBRE EVIAN
9329Z,820247971,TOO LATE ESCAPE GAME
9329Z,828622084,RONCQ LOISIRS
9329Z,834084998,LE NAUTILE
9329Z,820934032,LEs ANG's
9329Z,422597930,S.C.L.
9329Z,348761578,LE MONDIAL
9329Z,389417676,S P H
9329Z,824244016,B'UP
9329Z,842244691,LE HANGAR 0
9329Z,821441623,ESCAPE EXPRESS
9329Z,424977296,SARL ECURIE CYRANO
9329Z,824371421,GREEN KART
9329Z,483496592,DISCOTHEQUE LE MANOIR
9329Z,840146328,FUN-MOTORSPORTS
9329Z,350677860,LA TAVERNE DU ROI
9329Z,841118003,LA TETE DANS LES NUAGES LYON CONFLUENCE
9329Z,447574484,SENIOR FORME
9329Z,814430385,SPL EVENT
9329Z,418501110,RACING KART RENNAIS
9329Z,813904414,B&T EXPERIENCE
9329Z,820323145,MIND & RUN
9329Z,822052536,HANDI LOISIRS VACANCES 97427
9329Z,840931877,EVENTYR GAME
9329Z,340656578,V.B. LOISIRS
9329Z,533542874,ORION
9329Z,751873936,DMS EVENT
9329Z,797491354,AMBIANCES et SPA
9329Z,444905715,STELL'ARTIFICE
9329Z,419681754,HECATE
9329Z,812363380,JMC LOISIRS
9329Z,821775251,ABIA LOCATION GUADELOUPE
9329Z,824822167,ACC FEEL JUMP
9329Z,837800309,ESCAPE TIME ORLEANS
9329Z,843362518,SENS A STRAS
9329Z,842170441,PLATEFORME 37
9329Z,442623377,SPLATGAME
9329Z,504166588,POKER AGENCY
9329Z,522685999,SUD ANCRAGE
9329Z,790810766,LEDISK
9329Z,809642119,LASER ARMY
9329Z,447564477,Bruno B - Loisirs
9329Z,493512925,LASER GAME GRENOBLE
9329Z,481606754,CONFLANS LOISIRS
9329Z,788641504,MONNIER Fils
9329Z,840729719,SARL CJC
9329Z,834431777,LMDP NANTES
9329Z,812931053,SE LAVALADE
9329Z,752484634,H.B. LEISURE FRANCE
9329Z,529940074,BLEU BLANC CIEL
9329Z,529162786,GYROCOM 06
9329Z,448579888,GRANDEUR NATURE
9329Z,334305521,SNML
9329Z,517688958,BLOIS FD
9329Z,349228189,LE LOUP GAROU
9329Z,794402164,SOPOOL
9329Z,508818846,SARL MI2E
9329Z,428753354,LES FERMES EQUESTRES DU VERCORS
9329Z,751982158,LES CLAYES FD
9329Z,841443237,DESIGN 24
9329Z,306592007,SELECT OTOMATIC
9329Z,829223627,LA COURSE CONTRE LA MONTRE
9329Z,404675811,PORT INLAND
9329Z,838453793,SEL 64
9329Z,819171992,MASAI
9329Z,750422081,LMX 74
9329Z,521845198,EURL LASER GAME 37
9329Z,499371433,9ème ART +
9329Z,801224627,VITALSPA BOUC BEL AIR
9329Z,847516093,RL45
9329Z,419538749,SARL CENTRE EQUESTRE DE LA ROCHE
9329Z,453464893,HENIN BOWL 62
9329Z,828624593,S.A.S.U. KALLISTE GAMES
9329Z,813185444,JUMP PARC
9329Z,420984999,AEROFUN
9329Z,793383340,AQUAZERGUES
9329Z,789167558,JEDIGUI
9329Z,419570460,LA CAVALE
9329Z,534062906,"PORNICHET, LA DESTINATION"
9329Z,842307290,LOCOMARTIN LIMITED
9329Z,839759776,JUDDSTONE
9329Z,453429631,CESSON EQUITATION
9329Z,452661374,AJACCIO EQUITATION
9329Z,439535980,BSPJ
9329Z,843022633,ADEACLAN
9329Z,431351832,LOC2
9329Z,349401109,CENTRE HIPPIQUE DE MAZERAY
9329Z,535310007,ALTIPLANO CONSTRUCTION
9329Z,827454869,AU FIL DU DEDALE
9329Z,820680353,KART' RACE
9329Z,484120076,Société d'Exploitation du Musée du Rhum de La Réunion
9329Z,534862164,PUISSANCE KART INDOOR
9329Z,819246554,REAL ESCAPE ROOM
9329Z,839988144,Illucity La Défense
9329Z,794974030,LA HOUSSOYE
9329Z,819416512,JEUX DÉCOUVERTE
9329Z,532161775,S'CAPE SHOW
9329Z,818552473,TORCY FD
9329Z,478661168,ER
9329Z,399893999,SARL L'EVASION
9329Z,804606739,THE GAME MDB
9329Z,789227493,GIGANTICA CARP SARL
9329Z,411830151,LE FLAG
9329Z,750391179,LUDIKLAND 74
9329Z,472502582,"S.A.R.L. ""SEGARD et CIE"""
9329Z,522740752,KARTING INDOOR PROVENCE
9329Z,788599520,LUDOMONDE
9329Z,769200700,LE CARIBOU
9329Z,834650400,LE SEVEN
9329Z,350725529,SARL MISTRAL KART
9329Z,823821574,MLMD EVENTS
9329Z,838413474,EVENCO
9329Z,803674191,B&G IMMERSIVE PRODUCTIONS
9329Z,839954559,Karnage Club
9329Z,788922466,C.G.C ENJOY PARK
9329Z,844685438,GAMES FACTORY 71100
9329Z,328919816,S L M P STE DE LOISIR MIDI PYRENEES
9329Z,490839750,CINQUIEME ELEMENT
9329Z,840410096,VR FAMILY REUNION
9329Z,393260757,AT 2000
9329Z,848023974,L'ILE VERTE
9329Z,814791950,SAS BCS
9329Z,528449531,ANIMATION STRUCTURES GONFLABLES
9329Z,524133089,OC'KIDS
9329Z,449964873,EQUITATION MIRIBEL - LOISIRS ET SPORTS EQU AIN E.M.L.S.
9329Z,510843444,LA ROUTE DU SEL
9329Z,447751447,LE PICCA
9329Z,334439940,JADE
9329Z,821356060,M S A
9329Z,441194537,CENTRE EQUESTRE DE LA SCIE
9329Z,398917849,ACTIVITES SPORTIVES TOURISTIQUES ET DE LOISIRS
9329Z,820641033,GOLDRONE
9329Z,520724477,BEHOTEGUY
9329Z,447610791,LASER 77
9329Z,515339653,ESL Gaming France
9329Z,798220547,ESCAPE MAX
9329Z,448786137,SARL R.D.C.
9329Z,819485467,ENIGAME MLV
9329Z,717050264,SOCIETE DU TRAMWAY TOURISTIQUE DE SAINT TROJAN
9329Z,830160396,GUILD OF GAMERS EXPERIENCE
9329Z,329045322,SOCIETE ANONYME D'ECONOMIE MIXTE D'ORGANISATION ET DE GESTIO
9329Z,513629055,L'AERO
9329Z,328295167,CLUB HIPPIQUE DE LAON
9329Z,841151871,BPM
9329Z,448966283,ATLANTIS TECHNOLOGIE
9329Z,487709552,CHARLES QUINT
9329Z,514054345,Pi Laser
9329Z,524945862,NINKASI MUSIQUES
9329Z,802716365,SPA AVENUE
9329Z,420877888,SOCIETE D ECONOMIE MIXTE DE GESTION DU PORT DE FREJUS
9329Z,412254484,PARC INTERCOMMUNAL D'EQUITATION DU CHATEAU BLEU
9329Z,825038581,TWISTAIR
9329Z,429247182,SUB EXCELSUS
9329Z,810008474,GET OUT REIMS
9329Z,409984846,ESPACEO
9329Z,324293216,BABETTE ET PHILIPPE
9329Z,792546814,TTT LOISIRS
9329Z,822395935,BO TOULOUSE
9329Z,840029383,ENIGM'ART
9329Z,843743816,NANA ET COCO
9329Z,412487589,NIGHT MANAGEMENT PRODUCTION
9329Z,444704985,SOCIETE D'ANIMATIONS LUDIQUES
9329Z,394212997,CHANE-SAM ET CIE
9329Z,812794303,KARTING DE NANTES
9329Z,504488735,LASER 94
9329Z,492659172,PHOTO UP
9329Z,808354625,WE DID IT
9329Z,489550673,ACCRO PASSION
9329Z,844650473,PRISON ISLAND MONTPELLIER
9329Z,812275402,CLOSED ESCAPE GAME
9329Z,831896147,FURYROOM
9329Z,424161065,LES ECURIES DES SABLONS
9329Z,820023430,ROGER PRODUCTION
9329Z,833173768,FLY IN LE BEL AIR
9329Z,430009324,MARCO LOISIRS
9329Z,538027806,NAUTIPOLIS
9329Z,432492692,SARL LOISIRS EN MORVAN
9329Z,775668783,COMPAGNIE CONCESSIONNAIRE DE PORT LA GALERE
9329Z,519657639,PUY DU FOU INTERNATIONAL
9329Z,487925919,PLACE AU CIRQUE
9329Z,539267724,LASER WEST
9329Z,808433023,ENFANCE EN PAYS MORNANTAIS
9329Z,845300748,AGFAM
9329Z,514559004,BALEO
9329Z,809640949,CEN PRODUCTION
9329Z,479529414,GAMES FACTORY 21800
9329Z,449720184,LAURENT PEGON LA COMPAGNIE DES ANGES
9329Z,393769682,"SARL ""LA CROIX ST-ANTOINE"""
9329Z,494959760,ELOR EVENTS
9329Z,834973174,LE HANGAR A ENIGMES
9329Z,501961486,SARL YEVENTS
9329Z,440095578,LE HARAS DE LA FOULQUE
9329Z,317052975,DINERS-SPECTACLES DE PARIS
9329Z,401932660,LES ECURIES DES PERRIERES
9329Z,841315948,LUMBER JACKS
9329Z,492601786,"""R"" DE FETE"
9329Z,390740090,LE BULL DOG
9329Z,811979715,PLANET'RéCRé
9329Z,840812010,JUMP AROUND
9329Z,538427634,P.A.C.S.
9329Z,813075454,"CENTRE D'ETUDES ET D'ACTION SOCIALE ET CULTURELLE ""LA SOURDI"
9329Z,483812160,ACCEL
9329Z,828539346,LE STRIKER
9329Z,828800524,BOULDER LINE
9329Z,532113412,O'B VARENNES
9329Z,503238834,ELHDO
9329Z,830865283,DECO FETE CONCEPT
9329Z,810573378,CASTELLET KART RACING
9329Z,750347122,JB
9329Z,843796608,SPEEDKART
9329Z,804138931,ATC
9329Z,538989179,ZEN D'AMOUR
9329Z,349728170,SARL CHARLSTON
9329Z,821121787,M E G
9329Z,790738611,THE FACTORY FITNESS
9329Z,431821610,ESPRIT DE FETE
9329Z,841496243,K1 Speed Lyon
9329Z,448289322,ACADEMIE D'ENSEIGNEMENT COMPORTEMENTAL
9329Z,440941284,CHLORO FIL
9329Z,801394974,SARL SNED
9329Z,833029655,ESCAPE DIMENSION
9329Z,330386442,LA FINANCIERE SPORT ET LOISIR
9329Z,410704951,DURNEZ
9329Z,792507139,LABY'PARC DU TOUQUET
9329Z,404899270,EQUILOISIRS - FAE
9329Z,799398318,SAS VOLERIE DU FOREZ
9329Z,818952509,LASER AVENTURE
9329Z,813002565,BIOPOLE LEA NATURE
9329Z,841185978,MDD FEEL JUMP
9329Z,511168338,EURL LE TRIANON
9329Z,421767823,MONTGERON EQUITATION
9329Z,453807612,HORIZON 360
9329Z,400765160,CONTACT AVENIR
9329Z,491370730,EURL RIRE ET POESIE
9329Z,399254713,SUPER 3 B
9329Z,505107342,ARRAS FD
9329Z,832425961,FACTORY 58
9329Z,453355471,EURL JOUANNE
9329Z,821637857,CLAUDAY EVENEMENTS
9329Z,793235912,LE PARKING
9329Z,533063749,LE LAC
9329Z,440553519,SARL LE PIRATE
9329Z,803547876,TEAM BREAK
9329Z,809338940,LOCK ACADEMY
9329Z,824436653,CITY SURF PARK LYON
9329Z,424080679,PONEY CLUB DE L'ESCAUT
9329Z,751184771,EVENT 114
9329Z,824337109,TBL
9329Z,444775803,THEIA
9329Z,809889918,LES ENIGMATICS
9329Z,498135292,PYRO FM
9329Z,809447055,IN PARK
9329Z,347673725,TENNIS CLUB FOREST HILL VERSAILLES
9329Z,847793494,ESPACE DES HALLES
9329Z,803311133,YACHTING LEVAGES
9329Z,449505569,CHEVAL DETENTE DES BERGES DU GAVE
9329Z,812033124,MISSION EXIT
9329Z,522327121,Sport Indoor
9329Z,514125525,MONDE RECREATIF
9329Z,841115207,AJ SAS
9329Z,444696900,BOWLING D'ECHIROLLES
9329Z,808384309,DOMAINE DES HALLES
9329Z,528240484,PARI-GRANDIR
9329Z,834678732,JTVM
9329Z,819646464,KARTING 45 SAINT BENOIT
9329Z,444927362,LANOIR PLAGE DES ILES
9329Z,439813668,LE CAP HORN
9329Z,811857127,BAYEUX AVENTURE
9329Z,824407332,Plaisir Academie : Escape Game
9329Z,794923201,La Clef Production
9329Z,442039004,LOISIRS INTERURBAIN LASER
9329Z,421210246,PLAZA GRAND QUEVILLY
9329Z,791981814,LASER TOULOUSE
9329Z,479577041,SARL TRACE VERTE
9329Z,520945486,FLY ZONE
9329Z,377983044,A.A.A.
9329Z,412267759,LES 2 R
9329Z,322452434,STE D'ETUDES D'AMENAGEMENT ET D'EXPLOITATION D'INSTALLATION PORTUAIRE ET TOURISTIQUE
9329Z,481094183,SARL LASER QUEST BORDEAUX
9329Z,813256104,SOIF D EN FAIRE
9329Z,803377563,LA RIVIERE ET L'ETANG
9329Z,831791769,ESCAPE 217
9329Z,801879420,KATAWA
9329Z,519905426,ZIMZALABIM
9329Z,399617661,OPERA
9329Z,793489337,TOUR DE LUNE
9329Z,807500210,LASER VAL D'EUROPE
9329Z,381819564,LOISIRS GIRONDINS VOYAGES
9329Z,829558261,SAS TONNERRE EVENEMENT
9329Z,492309075,MFM
9329Z,750282741,JULES
9329Z,533778353,CEVEN LASER GAME
9329Z,414272302,GROUPE ACTIVE
9329Z,410286256,SHOW TIME
9329Z,803770726,MILOCHE
9329Z,830677209,SMALL CONCEPT
9329Z,399906395,SOCIETE DE JEUX AUTOMATIQUES POUR CAFES SOJAC
9329Z,490122991,SNC LA LOUE
9329Z,517684833,LE MANS FD
9329Z,518825450,ESPACE OREANE
9329Z,519834246,PEP'S BOWLING
9329Z,802611590,DOCK 39 CDC
9329Z,837502293,PYB
9329Z,409157914,CLUB HIPPIQUE DE GRASSE CHEVAL COMPAGNIE
9329Z,507401388,PAINTBALL FAMILY
9329Z,432692929,SUNDGAU KARTING
9329Z,800366387,SCENEO
9329Z,520716044,ATTRACTION 06
9329Z,538234733,LOISIRS-EXTRA
9329Z,749920765,AQUARENA
9329Z,438672461,SARL INDIAN FOREST SUD
9329Z,382400521,VILLAGE EQUESTRE
9329Z,808826572,MUCH ROOMS
9329Z,842024705,UP2PLAY LES SABLES
9329Z,421760281,SARL LA NANTAISE DU JEU
9329Z,834691891,CHEZ JULES et JEANNETTE
9329Z,824021299,ENFANCE-JEUNESSE MEDULLIENNE
9329Z,815237672,LE X
9329Z,478484603,CENTRE EQUESTRE LES ALLEES CAVALIERES
9329Z,830891610,PMJN
9329Z,827717414,LITTLE BIG ESCAPE
9329Z,797492832,DMTH LOISIRS
9329Z,751909326,S.A.R.L. JEU DE SEINE
9329Z,814796025,ALPHA PLONGEE MARTINIQUE SAS
9329Z,508565892,LA CHRYSALIDE
9329Z,832074181,LDF 71
9329Z,384041653,CONCORDE ATLANTIQUE
9329Z,837580463,GO-PL
9329Z,841563042,Quizz Room
9329Z,842892937,RAHIN ET CHERIMONT SPL
9329Z,500535612,THE FACTORY BOWLING
9329Z,413281114,LYON ESCALADE
9329Z,478714983,ISY EVENEMENTS
9329Z,843530510,GWADA GRIMPE
9329Z,800871519,CALICEO BRUGES
9329Z,451897755,MAS DU CHEVAL
9329Z,523607745,LE FIVE INGRE
9329Z,483159190,JDEVELOPPEMENT
9329Z,840098057,FAP BOWLING
9329Z,330713215,F.S. LOISIRS
9329Z,750943466,LOCATION TAG
9329Z,793920661,WAKE UP
9329Z,824378871,LTCA
9329Z,532221314,AQUABABYCLUB974
9329Z,513260133,"""VM 28000"""
9329Z,820819316,EURL AC LOISIRS
9329Z,401632252,LA FERME D'APREMONT
9329Z,512017260,AISNE LOC RECEPTION SERVICES
9329Z,479913550,MALO (MANEGES ET LOISIRS)
9329Z,451249148,STAR ANIM'
9329Z,532193968,PARC NATUREO
9329Z,832739106,SAVE A DATE
9329Z,803811157,LUKA'RTING
9329Z,513844233,BOWLING DES 4 VENTS
9329Z,490187945,SARL FROUIN
9329Z,485277701,LE PHENIX
9329Z,820446870,DONUTS BBQ BOAT
9329Z,817638125,HAPPY EVENTS GRAND SUD
9329Z,488119355,KIDEA SERVICES
9329Z,434831731,CERCLE HIPPIQUE DU PIN
9329Z,831385422,LUNA PRODUCTION
9329Z,539626283,LES SAVANTS DE GAÏA
9329Z,377577143,""" NAVY-SERVICE """
9329Z,441488897,COUDOU PARC AVENTURE
9329Z,440048320,PARTI PRIS
9329Z,821596533,PLAY ARENA
9329Z,453147324,SAMATAL ENTERTAINMENT
9329Z,824509699,BLACKOWL
9329Z,442960035,PARIS SUD AVENTURE
9329Z,493312086,LASER ONE
9329Z,412069643,SODEX JARDIN DE BALATA
9329Z,838645141,ON AIR DEVELOPPEMENT SAS
9329Z,818628455,TOY EVENEMENTS
9329Z,810167445,ASSIREM PLAY
9329Z,752953711,PRISME EVENTS
9329Z,811025071,WEELOC
9329Z,522933746,CALICEO SAINT HERBLAIN
9329Z,804318509,SAS FACE
9329Z,841595648,CENTRE CULTUREL CARNOUX
9329Z,328724471,SARL LE YETI
9329Z,493944730,CLM
9329Z,535090963,LE CONFESSIONNAL
9329Z,798106878,BLUE LAGOON
9329Z,798831772,CENTRAL KART SAS
9329Z,482413887,AJL
9329Z,814976627,LIVE ESCAPE ANGERS
9329Z,824964803,VILLA LA GRANGE
9329Z,837934215,SCO ACADEMY
9329Z,828276550,PARTOUT
9329Z,391074242,TEAM ACTIVE GRAND OUEST
9329Z,838502094,LE FIVE PARIS 18
9329Z,819110388,LA PORTE SECRETE
9329Z,437710155,OCEANO LOISIRS
9329Z,814483806,ESC'APE
9329Z,487740383,STAR RECEPTION
9329Z,823829304,LASERWORLD
9329Z,839944725,YOU JUMP AMIENS
9329Z,837581065,CC CONSEIL
9329Z,820031839,AVENTURE ESPACES LOISIRS
9329Z,834261760,ON'KART
9329Z,423524727,AQUITAINE LASER BEARN
9329Z,412921025,LE VIEUX CORMORAN
9329Z,848130605,PARIS & CRO
9329Z,501182323,CALICEO PAU
9329Z,834654485,SPIRIT GAME
9329Z,324031137,INTERNATIONAL MANAGEMENT GROUP
9329Z,512880600,E.U.R.L. Lasergame 79
9329Z,331420059,ECOLES DE DANSE G. LOUAS
9329Z,533111381,LASER AVENTURE 974
9329Z,790250724,LASER WAR
9329Z,350039921,L.G. JEUX
9329Z,790737399,COMPLEX BOWL
9329Z,840776645,LECOURAZZI
9329Z,482661907,MISSALA
9329Z,803923051,FAMILY MOVE
9329Z,834938110,Teepee Kids
9329Z,824968002,VILLASPORT
9329Z,815170071,FORMEO
9329Z,840058762,BO LYON
9329Z,810797399,LCBD LOISIRS
9329Z,527477103,ID EVENTS
9329Z,443039045,PLAZA SAINT MAXIMIN
9329Z,803678580,PGFB
9329Z,448230250,SARL NOUVELLE COMPAGNIE SANTUS
9329Z,333006138,SOCIETE D'ECONOMIE MIXTE LOCALE DE GESTION DU PORT DE BANDOL
9329Z,820742120,ESPACE LOISIRS COLOMIERS
9329Z,351029871,CORBIERES PORT SERVICES
9329Z,790386312,CENTRE AQUATIQUE DU LAC
9329Z,810856047,SEMARD
9329Z,823147269,GRAVITY
9329Z,820662658,PLEINAIR 77
9329Z,539773358,EURL XIMISTA GORKA
9329Z,802476473,LES ONDINES
9329Z,841531924,CAPSULE CORP
9329Z,400514501,PORT NAPOLEON
9329Z,392276747,SUBARENT
9329Z,418477220,LE CREQUIER SINOPLE
9329Z,809580889,MALINK
9329Z,413719287,ALEX
9329Z,832116164,LE QUENNEZIL
9329Z,487927121,MILLE FETES
9329Z,380685529,ANTILLAISE D'EXPLOITATION DE PORTS DE PLAISANCE ANTILLAISE D
9329Z,302477344,SOCIETE DU NOUVEAU PORT DE SAINT-CYR LES LECQUES
9329Z,840353759,TRAMPO CITY
9329Z,491173324,LENA
9329Z,840656151,ESCAPA
9329Z,480929496,SDO SPECTACLES
9329Z,828161166,Société publique locale du Pays Coulangeois
9329Z,529452237,L'ABSOLUE
9329Z,753115690,HUSSON MORINIERE
9329Z,799903661,oBoJEUX
9329Z,810489021,CIGOIRE
9329Z,511427882,MEGAZONE LASER GAMES REIMS
9004Z,539790329,LE PALAIS DE LA DANSE
6820B,381931252,KARINE FRANCE
6820B,304764988,BIJOUTERIE NARSY
6820B,800160004,LASER GAME 72
6820B,837625912,AUTHENTIK
6619B,505295196,CHANGE by FIDSO
5630Z,794832048,CAFE DANCING DE MAISON ROUGE
5630Z,489364760,DOUDOUNE
5630Z,438383150,PLANETE BOWLING
5630Z,521553305,LA SCALA DIVERTISSEMENTS
5630Z,824186282,OXXO
5630Z,509690632,FLOYD
5630Z,817589690,PJP
5630Z,794419416,LE KALYENTE
5630Z,823361498,ALPI
6420Z,085880458,HOLDING TELLUS
6420Z,830004024,Mx
6420Z,441361029,ALLIANCE
6420Z,425122884,GUM S.A.
5210B,483666384,BONILLA NAUTIQUE SERVICES
4616Z,448135723,SANDRA-ZUCCHERI
4637Z,502863467,Idylle
4618Z,750112039,CB DEVELOPMENT
4617B,879737047,MADRE KUNST
8551Z,389821901,SOCIETE BERDERY MAGNAN
8551Z,399739663,STADE BRESTOIS 29
8551Z,789097201,RACING KART JADE
8551Z,397940891,CORAIL CLUB CARAIBES
8551Z,443082300,PLANET KARTING
4711F,309505477,Mendoise de supermarchés SAS
4791B,792572166,DEAL 4 EVENT
5010Z,538323049,OCEAN DREAM CROISIERES
6311Z,508243995,26 BAC
7311Z,482024221,SMVB FOR EVER
9319Z,489547745,DIVERTY'SPORTS
7410Z,326332277,SOCIETE D'INITIATIVE COLLECTIVE POUR LA VENTE DE L'ARTISANAT
4777Z,313702243,MAX TARDIVEL
4777Z,421166315,ROYAL AIRPORT
4777Z,421025495,LUCIA
4777Z,442293817,SODEXEA
4777Z,423239086,SAS PHIGENOR
4777Z,542106307,MAUBOUSSIN
4777Z,775658859,SOCIETE CARTIER
4777Z,434230686,ARIS'WATCH
4777Z,802180505,SAS L.D.A.
4777Z,395088693,GAREL SAS
4777Z,531162709,PANDORA FRANCE
4777Z,795045319,OCCITANIA
4777Z,530189927,TALIA
4777Z,490956935,SAPHIR MOURAMAN
4777Z,492411376,MISSLIA
4649Z,799885108,BLACK STONE
4649Z,380905539,PIERRE BARRO
4649Z,533511283,BEMY
4649Z,479067985,ATELIER 64
4649Z,407952357,MINERAL EST
4649Z,392757589,NATALEX
4649Z,443436852,GRIMOIRE
4649Z,438982985,PARIO DIFFUSION
4649Z,430146696,"""STORIES & STONES"" S.A.R.L."
4649Z,421885054,PARIS FOR YOU
4649Z,421942111,BI DI BLU
4649Z,379182017,I T C
4649Z,380827865,BEVERLUX
4649Z,483931457,CHANCELY
4649Z,325844785,LA COQUE DE NACRE
4649Z,409226420,K B N IMPORT-EXPORT
4778C,538388489,HOT LOOK
4778C,792720302,LES MAINS D ANGE B
4778C,342837416,CLAIRE'S FRANCE
7711A,347647943,KARTING INDOOR BOURGOGNE KIB 71
3212Z,801233925,ALTESSE
3212Z,316136654,OJ PERRIN HOLDING
3212Z,813731668,50 MAUBOURG
2652Z,501832422,KLOKERS
7010Z,804380145,VANNES FD
7010Z,381591437,SOCIETE D'AFFINAGE ET APPRETS DE METAUX PRECIEUX
7010Z,343670774,BIJOUTERIE ROUX PIERRE
8891A,428688188,GARDERIE DU PLENEY
2599B,509182309,DOME SOLAR
